ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
204643_s_at	0.1710327	1.85e-03	4.52434	-1.01732	1.1004941	ENOX2	ecto-NOX disulfide-thiol exchanger 2
220265_at	0.1724011	1.87e-03	-4.515282	-1.02952	-0.8066071	GPR107	G protein-coupled receptor 107
203236_s_at	0.1764745	1.92e-03	-4.494762	-1.05719	-0.9184716	LGALS9	galectin 9
218691_s_at	0.1771973	1.95e-03	-4.486209	-1.06875	-0.9105913	PDLIM4	PDZ and LIM domain 4
204806_x_at	0.1771973	1.95e-03	-4.485603	-1.06957	-0.8091506	HLA-F	major histocompatibility complex, class I, F
213068_at	0.1795197	1.98e-03	-4.472874	-1.08679	-1.7612365	DPT	dermatopontin
202949_s_at	0.1802662	2.00e-03	4.466769	-1.09506	0.6784351	FHL2	four and a half LIM domains 2
216327_s_at	0.1815343	2.02e-03	-4.458555	-1.10619	-0.9980981	SIGLEC8	sialic acid binding Ig like lectin 8
205680_at	0.1848103	2.07e-03	-4.44229	-1.12827	-1.2068024	MMP10	matrix metallopeptidase 10
212184_s_at	0.187005	2.10e-03	-4.430569	-1.1442	-0.7157689	TAB2	TGF-beta activated kinase 1/MAP3K7 binding protein 2
202741_at	0.187018	2.11e-03	4.425202	-1.15151	0.8919797	PRKACB	protein kinase cAMP-activated catalytic subunit beta
202670_at	0.187018	2.12e-03	-4.424617	-1.1523	-0.7037011	MAP2K1	mitogen-activated protein kinase kinase 1
209785_s_at	0.1882864	2.14e-03	-4.416686	-1.1631	-1.489929	PLA2G4C	phospholipase A2 group IVC
203275_at	0.1885535	2.15e-03	-4.412721	-1.16851	-0.9947987	IRF2	interferon regulatory factor 2
201325_s_at	0.1905609	2.18e-03	4.401993	-1.18314	0.9461134	EMP1	epithelial membrane protein 1
201060_x_at	0.1931311	2.22e-03	4.389219	-1.20059	0.8250211	STOM	stomatin
207827_x_at	0.1931801	2.23e-03	4.386158	-1.20478	0.8418199	SNCA	synuclein alpha
215101_s_at	0.1993861	2.31e-03	-4.360023	-1.24057	-3.7491955	CXCL5	C-X-C motif chemokine ligand 5
205546_s_at	0.2001176	2.33e-03	-4.354489	-1.24816	-0.9564381	TYK2	tyrosine kinase 2
204633_s_at	0.201701	2.35e-03	4.345872	-1.25999	0.8195542	RPS6KA5	ribosomal protein S6 kinase A5
215180_at	0.2040339	2.39e-03	4.334622	-1.27545	1.5011025		
212845_at	0.2080781	2.45e-03	-4.317447	-1.2991	-1.0885065	SAMD4A	sterile alpha motif domain containing 4A
206942_s_at	0.2092387	2.47e-03	4.310592	-1.30855	3.0703202	PMCH	pro-melanin concentrating hormone
201331_s_at	0.209391	2.49e-03	-4.303686	-1.31807	-1.020755	STAT6	signal transducer and activator of transcription 6
208292_at	0.209391	2.50e-03	-4.30284	-1.31924	-0.6986285	BMP10	bone morphogenetic protein 10
204908_s_at	0.209391	2.51e-03	-4.297727	-1.3263	-1.0207871	MIR8085///BCL3	microRNA 8085///B-cell CLL/lymphoma 3
49111_at	0.209391	2.51e-03	-4.297519	-1.32659	-0.6748105	ARRB1	arrestin beta 1
202905_x_at	0.209391	2.52e-03	-4.295326	-1.32962	-0.8609632	NBN	nibrin
202953_at	0.209391	2.53e-03	4.293583	-1.33202	1.2363659	C1QB	complement C1q B chain
202071_at	0.2094393	2.54e-03	-4.290532	-1.33624	-0.988761	SDC4	syndecan 4
208495_at	0.2094393	2.55e-03	-4.28801	-1.33973	-1.8273298	TLX3	T-cell leukemia homeobox 3
204014_at	0.2105886	2.57e-03	4.281335	-1.34896	2.3731043	DUSP4	dual specificity phosphatase 4
210536_s_at	0.2117062	2.59e-03	-4.274805	-1.358	-1.7277446	SPAM1	sperm adhesion molecule 1
204939_s_at	0.2141432	2.64e-03	4.261274	-1.37675	1.5566257	PLN	phospholamban
206837_at	0.2141432	2.64e-03	4.261162	-1.3769	1.7917194	ALX1	ALX homeobox 1
205146_x_at	0.2147191	2.67e-03	-4.25371	-1.38724	-2.4354768	APBA3	amyloid beta precursor protein binding family A member 3
210607_at	0.2147191	2.67e-03	-4.252524	-1.38889	-1.941282	FLT3LG	fms related tyrosine kinase 3 ligand
206028_s_at	0.2147191	2.68e-03	4.251323	-1.39055	0.9262703	MERTK	MER proto-oncogene, tyrosine kinase
213469_at	0.2153874	2.70e-03	4.246458	-1.39731	0.8413287	PGAP1	post-GPI attachment to proteins 1
212298_at	0.2161724	2.72e-03	4.24122	-1.40458	1.1150232	NRP1	neuropilin 1
204072_s_at	0.2186588	2.77e-03	4.226575	-1.42495	1.7705526	FRY	FRY microtubule binding protein
221861_at	0.2186588	2.78e-03	-4.223566	-1.42914	-0.7419273	ARRB1	arrestin beta 1
212912_at	0.2186588	2.79e-03	-4.222936	-1.43002	-0.733383	RPS6KA2	ribosomal protein S6 kinase A2
213227_at	0.2186588	2.80e-03	4.220485	-1.43343	0.609251	PGRMC2	progesterone receptor membrane component 2
221489_s_at	0.2186588	2.80e-03	-4.220099	-1.43397	-0.7270067	SPRY4	sprouty RTK signaling antagonist 4
214004_s_at	0.2202506	2.83e-03	-4.21104	-1.44659	-1.0119983	VGLL4	vestigial like family member 4
207173_x_at	0.2202506	2.84e-03	-4.208249	-1.45049	-0.7295364	CDH11	cadherin 11
214920_at	0.2202506	2.85e-03	4.205624	-1.45415	1.034505	THSD7A	thrombospondin type 1 domain containing 7A
220042_x_at	0.2202506	2.86e-03	-4.204767	-1.45534	-1.5405816	HIVEP3	human immunodeficiency virus type I enhancer binding protein 3
213554_s_at	0.221081	2.88e-03	-4.199551	-1.46262	-0.9914789	CDV3	CDV3 homolog
209039_x_at	0.2223225	2.90e-03	-4.19302	-1.47174	-0.9628825	EHD1	EH domain containing 1
206481_s_at	0.224716	2.94e-03	4.182817	-1.486	1.1348724	LDB2	LIM domain binding 2
210592_s_at	0.2270172	2.99e-03	-4.173008	-1.49973	-0.9800257	SAT1	spermidine/spermine N1-acetyltransferase 1
207057_at	0.2283894	3.01e-03	4.166214	-1.50925	1.286834	SLC16A7	solute carrier family 16 member 7
212805_at	0.2308623	3.06e-03	4.156021	-1.52353	0.8177745	PRUNE2	prune homolog 2
210829_s_at	0.231748	3.10e-03	4.14515	-1.53879	1.2298246	SSBP2	single stranded DNA binding protein 2
219247_s_at	0.231748	3.10e-03	-4.145127	-1.53882	-1.3671939	ZDHHC14	zinc finger DHHC-type containing 14
207633_s_at	0.231748	3.12e-03	-4.140914	-1.54474	-0.6675645	MUSK	muscle associated receptor tyrosine kinase
40687_at	0.231748	3.13e-03	4.13844	-1.54822	1.9302135	GJA4	gap junction protein alpha 4
213029_at	0.231748	3.13e-03	4.138436	-1.54822	1.2009632	NFIB	nuclear factor I B
203749_s_at	0.231748	3.14e-03	4.136879	-1.55041	0.8981717	RARA	retinoic acid receptor alpha
211869_at	0.231748	3.14e-03	4.136421	-1.55105	1.4552796		
221879_at	0.2321789	3.16e-03	4.132716	-1.55626	1.7438602	CALML4	calmodulin like 4
203233_at	0.2332697	3.18e-03	-4.126991	-1.56431	-0.7248688	IL4R	interleukin 4 receptor
201810_s_at	0.2344102	3.21e-03	-4.121141	-1.57255	-1.0088316	SH3BP5	SH3 domain binding protein 5
205882_x_at	0.234889	3.23e-03	-4.116697	-1.5788	-0.6578814	ADD3	adducin 3
213450_s_at	0.234889	3.24e-03	-4.114997	-1.5812	-1.0079503	ICOSLG	inducible T-cell costimulator ligand
208343_s_at	0.2355864	3.26e-03	4.110546	-1.58747	2.1661193	NR5A2	nuclear receptor subfamily 5 group A member 2
214220_s_at	0.236485	3.28e-03	4.104541	-1.59593	0.937395	ALMS1	ALMS1, centrosome and basal body associated protein
209939_x_at	0.236485	3.30e-03	-4.101848	-1.59973	-0.6271588	CFLAR	CASP8 and FADD like apoptosis regulator
212774_at	0.236485	3.30e-03	4.100888	-1.60109	0.9237994	ZBTB18	zinc finger and BTB domain containing 18
205992_s_at	0.2369405	3.32e-03	-4.097217	-1.60627	-1.3782164	IL15	interleukin 15
210181_s_at	0.2374269	3.34e-03	-4.093465	-1.61156	-2.1722207	CABP1	calcium binding protein 1
208254_at	0.2394657	3.37e-03	4.08508	-1.62341	1.4260049		
219884_at	0.2396984	3.39e-03	4.082117	-1.62759	1.0230556	LHX6	LIM homeobox 6
202074_s_at	0.2407025	3.43e-03	-4.074434	-1.63846	-0.9353906	OPTN	optineurin
202729_s_at	0.2407025	3.43e-03	4.073418	-1.6399	0.7256677	LTBP1	latent transforming growth factor beta binding protein 1
219045_at	0.2407025	3.44e-03	-4.072374	-1.64137	-0.7973544	RHOF	ras homolog family member F, filopodia associated
203820_s_at	0.2419713	3.47e-03	4.065596	-1.65097	0.6357104	IGF2BP3	insulin like growth factor 2 mRNA binding protein 3
201182_s_at	0.2419713	3.48e-03	-4.06416	-1.653	-0.7941932	CHD4	chromodomain helicase DNA binding protein 4
219256_s_at	0.2445349	3.52e-03	-4.054435	-1.66678	-1.0069443	SH3TC1	SH3 domain and tetratricopeptide repeats 1
218286_s_at	0.2445353	3.53e-03	4.052221	-1.66992	0.6376866	RNF7	ring finger protein 7
201324_at	0.2460288	3.57e-03	4.044427	-1.68097	0.8520026	EMP1	epithelial membrane protein 1
215138_s_at	0.2460288	3.58e-03	4.043109	-1.68285	0.9617399	KAZN	kazrin, periplakin interacting protein
203646_at	0.2460288	3.60e-03	4.038928	-1.68878	0.8029393	FDX1	ferredoxin 1
220234_at	0.2460288	3.61e-03	-4.036148	-1.69273	-2.3141356	CA8	carbonic anhydrase 8
207220_at	0.2460288	3.62e-03	-4.035132	-1.69417	-0.7220988	ART4	ADP-ribosyltransferase 4 (Dombrock blood group)
212327_at	0.2460288	3.62e-03	4.03477	-1.69469	1.1471872	LIMCH1	LIM and calponin homology domains 1
209493_at	0.2474943	3.65e-03	-4.028392	-1.70375	-1.8702516	PDZD2	PDZ domain containing 2
201213_at	0.2484025	3.69e-03	-4.022455	-1.71219	-0.9795279	PPP1R7	protein phosphatase 1 regulatory subunit 7
219751_at	0.2484025	3.69e-03	4.021494	-1.71356	0.9352871	SETD6	SET domain containing 6
213195_at	0.2530029	3.78e-03	4.004352	-1.73796	0.7629521	LYRM9	LYR motif containing 9
203037_s_at	0.2530029	3.78e-03	-4.004222	-1.73814	-0.7844965	MTSS1	metastasis suppressor 1
211177_s_at	0.2559796	3.84e-03	3.993825	-1.75297	0.8550981	TXNRD2	thioredoxin reductase 2
203595_s_at	0.2561548	3.86e-03	-3.989311	-1.75941	-1.3047087	IFIT5	interferon induced protein with tetratricopeptide repeats 5
207965_at	0.2561548	3.86e-03	-3.988815	-1.76012	-1.5507099	NEUROG3	neurogenin 3
219681_s_at	0.2561548	3.87e-03	-3.987019	-1.76268	-3.006861	RAB11FIP1	RAB11 family interacting protein 1
217039_x_at	0.2563991	3.89e-03	3.984252	-1.76663	0.9259032	ELK2AP	ELK2A, member of ETS oncogene family, pseudogene
201806_s_at	0.2591488	3.94e-03	-3.974633	-1.78037	-0.9565008	ATXN2L	ataxin 2 like
203811_s_at	0.2628207	4.01e-03	3.962631	-1.79753	1.6618812	DNAJB4	DnaJ heat shock protein family (Hsp40) member B4
211472_at	0.2631077	4.03e-03	-3.959792	-1.80159	-1.6697085	PLXNB2	plexin B2
204953_at	0.2634738	4.05e-03	3.955605	-1.80759	1.5313262	SNAP91	synaptosome associated protein 91
208509_s_at	0.2634738	4.06e-03	-3.954692	-1.80889	-1.072364	OR7A17	olfactory receptor family 7 subfamily A member 17
212895_s_at	0.2645503	4.10e-03	-3.9479	-1.81862	-0.9006743	ABR	active BCR-related
216023_at	0.2645503	4.10e-03	-3.947727	-1.81887	-0.980571	KDM4B	lysine demethylase 4B
209046_s_at	0.2674121	4.15e-03	-3.938121	-1.83264	-0.6267266	GABARAPL2	GABA type A receptor associated protein like 2
207678_s_at	0.2682374	4.18e-03	3.933926	-1.83866	1.9799047	SOX30	SRY-box 30
216184_s_at	0.268687	4.20e-03	-3.930726	-1.84325	-1.9459064	RIMS1	regulating synaptic membrane exocytosis 1
215726_s_at	0.2695757	4.22e-03	-3.926391	-1.84948	-0.7177055	CYB5A	cytochrome b5 type A
214100_x_at	0.2699766	4.27e-03	-3.918326	-1.86106	-1.0546718	NSUN5P1	NOP2/Sun RNA methyltransferase family member 5 pseudogene 1
211605_s_at	0.2699766	4.28e-03	3.916714	-1.86338	1.5654076	RARA	retinoic acid receptor alpha
214471_x_at	0.2699766	4.29e-03	-3.915132	-1.86565	-1.5236503	CGB1///LHB	chorionic gonadotropin beta subunit 1///luteinizing hormone beta polypeptide
215570_s_at	0.2699766	4.30e-03	3.913596	-1.86786	2.2279103	ZNF780A///ZNF780B	zinc finger protein 780A///zinc finger protein 780B
210806_at	0.2699766	4.30e-03	3.913294	-1.8683	0.9817076	TTLL5	tubulin tyrosine ligase like 5
205234_at	0.2699766	4.31e-03	3.912529	-1.8694	1.5768136	SLC16A4	solute carrier family 16 member 4
208449_s_at	0.2699766	4.32e-03	-3.910019	-1.87301	-1.1096139	FGF8	fibroblast growth factor 8
204715_at	0.2699766	4.33e-03	-3.909443	-1.87383	-0.8841374	PANX1	pannexin 1
204790_at	0.2712631	4.36e-03	3.904149	-1.88145	1.0304875	SMAD7	SMAD family member 7
219990_at	0.2720232	4.38e-03	3.900235	-1.88708	1.1716805	E2F8	E2F transcription factor 8
209270_at	0.2735271	4.46e-03	-3.888222	-1.90439	-0.7799195	LAMB3	laminin subunit beta 3
221119_at	0.2735271	4.46e-03	-3.888188	-1.90444	-0.8620089	ARHGEF38	Rho guanine nucleotide exchange factor 38
205027_s_at	0.2735271	4.48e-03	-3.884292	-1.91005	-2.3918522	MAP3K8	mitogen-activated protein kinase kinase kinase 8
208112_x_at	0.2735271	4.49e-03	-3.883848	-1.91069	-0.9925468	EHD1	EH domain containing 1
204604_at	0.2735271	4.49e-03	3.883097	-1.91178	0.6350271	CDK14	cyclin dependent kinase 14
202429_s_at	0.2735271	4.50e-03	3.882417	-1.91276	0.8005596	PPP3CA	protein phosphatase 3 catalytic subunit alpha
209112_at	0.2735271	4.50e-03	3.881491	-1.91409	0.9264353	CDKN1B	cyclin dependent kinase inhibitor 1B
201752_s_at	0.2735271	4.51e-03	-3.880951	-1.91487	-0.6003494	ADD3	adducin 3
214827_at	0.2740384	4.53e-03	-3.877744	-1.9195	-0.8061425	PARD6B	par-6 family cell polarity regulator beta
208200_at	0.2745023	4.55e-03	-3.874665	-1.92394	-0.7497832	IL1A	interleukin 1 alpha
209373_at	0.2762251	4.59e-03	3.868404	-1.93298	0.8792886	MALL	mal, T-cell differentiation protein like
203999_at	0.2782085	4.63e-03	3.861526	-1.94291	0.8292286	SYT1	synaptotagmin 1
212201_at	0.2783563	4.66e-03	-3.857315	-1.949	-0.8200553	ANKLE2	ankyrin repeat and LEM domain containing 2
215493_x_at	0.2783563	4.66e-03	-3.856709	-1.94987	-0.6854775	BTN2A1	butyrophilin subfamily 2 member A1
219753_at	0.2783563	4.67e-03	-3.855537	-1.95157	-1.9249808	STAG3	stromal antigen 3
212637_s_at	0.2818347	4.75e-03	3.844279	-1.96786	0.9905769	WWP1	WW domain containing E3 ubiquitin protein ligase 1
218866_s_at	0.2818347	4.76e-03	3.843163	-1.96947	0.6020173	POLR3K	RNA polymerase III subunit K
220997_s_at	0.282319	4.78e-03	3.840118	-1.97388	2.1330947	DIAPH3	diaphanous related formin 3
207749_s_at	0.2840206	4.83e-03	-3.832177	-1.98538	-0.6170332	PPP2R3A	protein phosphatase 2 regulatory subunit B''alpha
206834_at	0.2840206	4.83e-03	3.831958	-1.9857	1.5022094	HBD	hemoglobin subunit delta
217783_s_at	0.2840206	4.84e-03	-3.830419	-1.98793	-0.6790523	YPEL5	yippee like 5
45633_at	0.2860028	4.89e-03	3.823754	-1.99759	0.8313935	GINS3	GINS complex subunit 3
213320_at	0.286981	4.92e-03	3.819162	-2.00425	0.874037	PRMT3	protein arginine methyltransferase 3
209200_at	0.286981	4.95e-03	3.814732	-2.01068	2.3485071	MEF2C	myocyte enhancer factor 2C
207735_at	0.286981	4.96e-03	-3.813695	-2.01218	-2.0285131	RNF125	ring finger protein 125
213032_at	0.286981	4.96e-03	3.813318	-2.01273	1.6619636	NFIB	nuclear factor I B
203234_at	0.286981	4.98e-03	-3.810853	-2.01631	-1.0156415	UPP1	uridine phosphorylase 1
221563_at	0.286981	5.00e-03	-3.808754	-2.01936	-0.7873578	DUSP10	dual specificity phosphatase 10
213295_at	0.286981	5.00e-03	-3.808733	-2.01939	-0.8854411	CYLD	CYLD lysine 63 deubiquitinase
212641_at	0.2875012	5.02e-03	-3.80569	-2.02381	-2.1464107	HIVEP2	human immunodeficiency virus type I enhancer binding protein 2
213664_at	0.2875319	5.03e-03	3.803834	-2.0265	1.1411326	SLC1A1	solute carrier family 1 member 1
212377_s_at	0.2879773	5.06e-03	-3.800304	-2.03163	-0.7048868	NOTCH2	notch 2
204466_s_at	0.2879773	5.08e-03	3.796941	-2.03652	0.5675688	SNCA	synuclein alpha
215454_x_at	0.2879773	5.09e-03	-3.79661	-2.037	-1.054075	SFTPC	surfactant protein C
219062_s_at	0.2879773	5.09e-03	3.795683	-2.03835	1.0968543	ZCCHC2	zinc finger CCHC-type containing 2
220375_s_at	0.2881935	5.11e-03	-3.793405	-2.04166	-0.6099134	C5orf66	chromosome 5 open reading frame 66
206331_at	0.2884995	5.13e-03	3.790826	-2.04541	1.070368	CALCRL	calcitonin receptor like receptor
221432_s_at	0.2884995	5.14e-03	-3.789169	-2.04782	-1.0565959	SLC25A28	solute carrier family 25 member 28
219033_at	0.2898071	5.18e-03	-3.784294	-2.05492	-0.8454425	PARP8	poly(ADP-ribose) polymerase family member 8
219563_at	0.2941078	5.27e-03	3.77137	-2.07374	0.7252882	SYNE3///LINC00341	spectrin repeat containing nuclear envelope family member 3///long intergenic non-protein coding RNA 341
206953_s_at	0.2941078	5.28e-03	3.770629	-2.07482	0.538175	ADGRL2	adhesion G protein-coupled receptor L2
214234_s_at	0.2968131	5.34e-03	-3.762573	-2.08656	-2.1895777	CYP3A5	cytochrome P450 family 3 subfamily A member 5
216625_at	0.2974131	5.37e-03	3.759456	-2.09111	2.0720092		
202600_s_at	0.298364	5.40e-03	-3.755535	-2.09683	-1.767659	NRIP1	nuclear receptor interacting protein 1
206204_at	0.3013174	5.47e-03	3.746503	-2.11001	1.0429817	GRB14	growth factor receptor bound protein 14
204337_at	0.3013174	5.49e-03	3.744265	-2.11328	0.7038134	RGS4	regulator of G-protein signaling 4
219371_s_at	0.3013174	5.49e-03	3.743616	-2.11423	0.8989545	KLF2	Kruppel like factor 2
212215_at	0.3024805	5.53e-03	3.739262	-2.12059	0.7412444	PREPL	prolyl endopeptidase-like
57715_at	0.3032866	5.55e-03	3.735736	-2.12574	0.8064573	CALHM2	calcium homeostasis modulator 2
45749_at	0.303901	5.58e-03	-3.732653	-2.13025	-0.6413276	FAM65A	family with sequence similarity 65 member A
218981_at	0.3043988	5.60e-03	3.729843	-2.13436	0.9335299	SDHAF3	succinate dehydrogenase complex assembly factor 3
204712_at	0.3044108	5.61e-03	3.728138	-2.13685	1.2989044	WIF1	WNT inhibitory factor 1
37028_at	0.3058957	5.66e-03	-3.722349	-2.14532	-0.5856688	PPP1R15A	protein phosphatase 1 regulatory subunit 15A
206622_at	0.3058957	5.67e-03	-3.721444	-2.14665	-1.1917512	TRH	thyrotropin releasing hormone
202983_at	0.306285	5.69e-03	3.718904	-2.15037	0.7787735	HLTF	helicase like transcription factor
202711_at	0.3075961	5.75e-03	-3.71141	-2.16134	-1.6949042	EFNB1	ephrin B1
204414_at	0.3075961	5.75e-03	3.711308	-2.16149	1.8015343	LARGE1	LARGE xylosyl- and glucuronyltransferase 1
220103_s_at	0.3075961	5.76e-03	3.710998	-2.16194	1.0355584	MRPS18C	mitochondrial ribosomal protein S18C
220344_at	0.3081158	5.81e-03	3.704752	-2.1711	0.854384	C11orf16	chromosome 11 open reading frame 16
209619_at	0.3081158	5.81e-03	-3.70421	-2.17189	-1.3266101	CD74	CD74 molecule
207996_s_at	0.3081158	5.82e-03	3.703386	-2.1731	1.7761669	LDLRAD4	low density lipoprotein receptor class A domain containing 4
219148_at	0.3081158	5.82e-03	3.703274	-2.17326	0.5832333	PBK	PDZ binding kinase
203650_at	0.3115615	5.90e-03	3.694005	-2.18685	0.7666543	PROCR	protein C receptor
218205_s_at	0.311699	5.93e-03	3.690695	-2.19171	0.8251385	MKNK2	MAP kinase interacting serine/threonine kinase 2
210754_s_at	0.311699	5.93e-03	3.690457	-2.19206	0.7751333	LYN	LYN proto-oncogene, Src family tyrosine kinase
210511_s_at	0.3130659	5.98e-03	-3.684795	-2.20037	-1.7892143	INHBA	inhibin beta A subunit
201906_s_at	0.3130659	5.99e-03	3.683161	-2.20277	0.8341441	CTDSPL	CTD small phosphatase like
205387_s_at	0.3130659	6.05e-03	3.677179	-2.21156	0.9939388	CGB1///CGB8///CGB7///CGB5///CGB3	chorionic gonadotropin beta subunit 1///chorionic gonadotropin beta subunit 8///chorionic gonadotropin beta subunit 7///chorionic gonadotropin beta subunit 5///chorionic gonadotropin beta subunit 3
201341_at	0.3130659	6.05e-03	3.676775	-2.21215	0.8874349	ENC1	ectodermal-neural cortex 1
213107_at	0.3130659	6.07e-03	3.674562	-2.2154	0.8762974	TNIK	TRAF2 and NCK interacting kinase
216526_x_at	0.3130659	6.08e-03	-3.67359	-2.21683	-0.835331	HLA-C	major histocompatibility complex, class I, C
213825_at	0.3130659	6.08e-03	-3.6732	-2.21741	-1.2320048	OLIG2	oligodendrocyte lineage transcription factor 2
212188_at	0.3130659	6.11e-03	3.670357	-2.22159	1.0017487	KCTD12	potassium channel tetramerization domain containing 12
222017_x_at	0.3130659	6.12e-03	3.668478	-2.22435	1.2579775	LRCH4	leucine rich repeats and calponin homology domain containing 4
201700_at	0.3130659	6.15e-03	3.665289	-2.22904	0.8065136	CCND3	cyclin D3
204288_s_at	0.3130659	6.16e-03	3.664669	-2.22995	1.3459424	SORBS2	sorbin and SH3 domain containing 2
203010_at	0.3130659	6.17e-03	-3.66387	-2.23112	-1.0569234	STAT5A	signal transducer and activator of transcription 5A
204527_at	0.3130659	6.17e-03	3.66319	-2.23212	0.6599221	MYO5A	myosin VA
218543_s_at	0.3130659	6.18e-03	-3.662493	-2.23315	-0.6484061	PARP12	poly(ADP-ribose) polymerase family member 12
91826_at	0.3130659	6.19e-03	-3.661727	-2.23428	-0.6654674	EPS8L1	EPS8 like 1
210357_s_at	0.3130659	6.19e-03	-3.661497	-2.23462	-0.8701948	SMOX	spermine oxidase
219773_at	0.3130659	6.20e-03	3.660512	-2.23606	0.6053502	NOX4	NADPH oxidase 4
201038_s_at	0.3162623	6.27e-03	3.652013	-2.24857	0.8857587	ANP32A	acidic nuclear phosphoprotein 32 family member A
202086_at	0.3166667	6.31e-03	-3.648514	-2.25373	-0.8808304	MX1	MX dynamin like GTPase 1
38037_at	0.3166667	6.32e-03	-3.646549	-2.25662	-0.8891995	HBEGF	heparin binding EGF like growth factor
201875_s_at	0.3166667	6.32e-03	-3.646514	-2.25667	-0.8176124	MPZL1	myelin protein zero like 1
217248_s_at	0.3168584	6.34e-03	3.644566	-2.25954	2.2828736	SLC7A8	solute carrier family 7 member 8
203973_s_at	0.3201872	6.43e-03	-3.63534	-2.27314	-0.9228494	CEBPD	CCAAT/enhancer binding protein delta
210447_at	0.3201872	6.45e-03	-3.633319	-2.27612	-0.7914908	GLUD2	glutamate dehydrogenase 2
221610_s_at	0.3201872	6.45e-03	-3.632848	-2.27682	-0.8375623	STAP2	signal transducing adaptor family member 2
220276_at	0.3211517	6.49e-03	-3.629276	-2.28208	-2.0316125	RERGL	RERG like
221292_at	0.3218422	6.51e-03	-3.626296	-2.28648	-0.7022717	PTCH2	patched 2
203968_s_at	0.3279904	6.67e-03	3.61038	-2.30998	0.7759647	CDC6	cell division cycle 6
217166_at	0.3279904	6.68e-03	-3.609243	-2.31166	-0.6769191		
219312_s_at	0.3279904	6.70e-03	-3.607397	-2.31439	-0.7682674	ZBTB10	zinc finger and BTB domain containing 10
203427_at	0.3279904	6.70e-03	3.607296	-2.31454	0.8472286	ASF1A	anti-silencing function 1A histone chaperone
216978_x_at	0.3279904	6.71e-03	3.605881	-2.31663	2.2945987		
217306_at	0.3302515	6.78e-03	-3.598939	-2.32689	-1.4031599		
218559_s_at	0.3302515	6.79e-03	3.598225	-2.32795	1.7800698	MAFB	MAF bZIP transcription factor B
204519_s_at	0.3314179	6.84e-03	-3.592779	-2.33601	-0.6231851	PLLP	plasmolipin
214156_at	0.3314179	6.86e-03	3.591535	-2.33785	1.3426472	MYRIP	myosin VIIA and Rab interacting protein
